session_id,mean_early,mean_late,delta,n_turns
cbt_transcript_1,-0.6917500000000001,-0.26185,0.42990000000000006,11
cbt_transcript_2,-0.05385000000000001,-0.15794999999999998,-0.10409999999999997,11
cbt_transcript_3,-0.25485,0.29995,0.5548,11
cbt_transcript_4,0.06709999999999999,0.34645000000000004,0.27935000000000004,11
cbt_transcript_5,-0.15675,-0.0232,0.13355,11
